IGNORE,LAR,2022-09-08,20:20
IGNORE,ATL,2022-09-11,13:00
IGNORE,CHI,2022-09-11,13:00
IGNORE,CIN,2022-09-11,13:00
IGNORE,DET,2022-09-11,13:00
IGNORE,MIA,2022-09-11,13:00
IGNORE,NYJ,2022-09-11,13:00
IGNORE,WAS,2022-09-11,13:00
IGNORE,CAR,2022-09-11,13:00
IGNORE,HOU,2022-09-11,13:00
IGNORE,TEN,2022-09-11,16:25
IGNORE,MIN,2022-09-11,16:25
IGNORE,ARI,2022-09-11,16:25
IGNORE,LAC,2022-09-11,16:25
IGNORE,DAL,2022-09-11,20:20
IGNORE,SEA,2022-09-12,20:15
IGNORE,KC,2022-09-15,20:15
IGNORE,CLE,2022-09-18,13:00
IGNORE,DET,2022-09-18,13:00
IGNORE,NO,2022-09-18,13:00
IGNORE,NYG,2022-09-18,13:00
IGNORE,PIT,2022-09-18,13:00
IGNORE,JAX,2022-09-18,13:00
IGNORE,BAL,2022-09-18,13:00
IGNORE,LAR,2022-09-18,16:05
IGNORE,SF,2022-09-18,16:25
IGNORE,DAL,2022-09-18,16:25
IGNORE,DEN,2022-09-18,16:25
IGNORE,LV,2022-09-18,16:25
IGNORE,GB,2022-09-18,20:20
IGNORE,BUF,2022-09-19,19:15
IGNORE,PHI,2022-09-19,20:30
IGNORE,CLE,2022-09-22,20:15
IGNORE,CHI,2022-09-25,13:00
IGNORE,TEN,2022-09-25,13:00
IGNORE,IND,2022-09-25,13:00
IGNORE,MIA,2022-09-25,13:00
IGNORE,MIN,2022-09-25,13:00
IGNORE,NE,2022-09-25,13:00
IGNORE,NYJ,2022-09-25,13:00
IGNORE,WAS,2022-09-25,13:00
IGNORE,CAR,2022-09-25,13:00
IGNORE,LAC,2022-09-25,16:05
IGNORE,ARI,2022-09-25,16:25
IGNORE,SEA,2022-09-25,16:25
IGNORE,TB,2022-09-25,16:25
IGNORE,DEN,2022-09-25,20:20
IGNORE,NYG,2022-09-26,20:15
IGNORE,CIN,2022-09-29,20:15
IGNORE,ATL,2022-10-02,13:00
IGNORE,DAL,2022-10-02,13:00
IGNORE,DET,2022-10-02,13:00
IGNORE,IND,2022-10-02,13:00
IGNORE,NYG,2022-10-02,13:00
IGNORE,PHI,2022-10-02,13:00
IGNORE,PIT,2022-10-02,13:00
IGNORE,BAL,2022-10-02,13:00
IGNORE,HOU,2022-10-02,13:00
IGNORE,CAR,2022-10-02,16:05
IGNORE,GB,2022-10-02,16:25
IGNORE,LV,2022-10-02,16:25
IGNORE,TB,2022-10-02,20:20
IGNORE,SF,2022-10-03,20:15
IGNORE,DEN,2022-10-06,20:15
IGNORE,BUF,2022-10-09,13:00
IGNORE,CLE,2022-10-09,13:00
IGNORE,MIN,2022-10-09,13:00
IGNORE,NE,2022-10-09,13:00
IGNORE,NO,2022-10-09,13:00
IGNORE,NYJ,2022-10-09,13:00
IGNORE,TB,2022-10-09,13:00
IGNORE,WAS,2022-10-09,13:00
IGNORE,JAX,2022-10-09,13:00
IGNORE,CAR,2022-10-09,16:05
IGNORE,LAR,2022-10-09,16:25
IGNORE,ARI,2022-10-09,16:25
IGNORE,BAL,2022-10-09,20:20
IGNORE,KC,2022-10-10,20:15
IGNORE,CHI,2022-10-13,20:15
IGNORE,ATL,2022-10-16,13:00
IGNORE,CLE,2022-10-16,13:00
IGNORE,GB,2022-10-16,13:00
IGNORE,IND,2022-10-16,13:00
IGNORE,MIA,2022-10-16,13:00
IGNORE,NO,2022-10-16,13:00
IGNORE,NYG,2022-10-16,13:00
IGNORE,PIT,2022-10-16,13:00
IGNORE,LAR,2022-10-16,16:00
IGNORE,SEA,2022-10-16,16:00
IGNORE,KC,2022-10-16,16:25
IGNORE,PHI,2022-10-16,20:20
IGNORE,LAC,2022-10-17,20:15
IGNORE,ARI,2022-10-20,20:15
IGNORE,CIN,2022-10-23,13:00
IGNORE,DAL,2022-10-23,13:00
IGNORE,TEN,2022-10-23,13:00
IGNORE,WAS,2022-10-23,13:00
IGNORE,CAR,2022-10-23,13:00
IGNORE,JAX,2022-10-23,13:00
IGNORE,BAL,2022-10-23,13:00
IGNORE,DEN,2022-10-23,16:05
IGNORE,LV,2022-10-23,16:05
IGNORE,LAC,2022-10-23,16:25
IGNORE,SF,2022-10-23,16:25
IGNORE,MIA,2022-10-23,20:20
IGNORE,NE,2022-10-24,20:15
IGNORE,TB,2022-10-27,20:15
IGNORE,ATL,2022-10-30,13:00
IGNORE,DAL,2022-10-30,13:00
IGNORE,DET,2022-10-30,13:00
IGNORE,MIN,2022-10-30,13:00
IGNORE,NO,2022-10-30,13:00
IGNORE,NYJ,2022-10-30,13:00
IGNORE,PHI,2022-10-30,13:00
IGNORE,HOU,2022-10-30,16:05
IGNORE,IND,2022-10-30,16:25
IGNORE,LAR,2022-10-30,16:25
IGNORE,SEA,2022-10-30,16:25
IGNORE,BUF,2022-10-30,20:20
IGNORE,CLE,2022-10-31,20:15
IGNORE,HOU,2022-11-03,20:15
IGNORE,ATL,2022-11-06,13:00
IGNORE,CHI,2022-11-06,13:00
IGNORE,CIN,2022-11-06,13:00
IGNORE,DET,2022-11-06,13:00
IGNORE,NE,2022-11-06,13:00
IGNORE,NYJ,2022-11-06,13:00
IGNORE,WAS,2022-11-06,13:00
IGNORE,JAX,2022-11-06,13:00
IGNORE,ARI,2022-11-06,16:05
IGNORE,TB,2022-11-06,16:05
IGNORE,KC,2022-11-06,20:20
IGNORE,NO,2022-11-07,20:15
IGNORE,CAR,2022-11-10,20:15
IGNORE,BUF,2022-11-13,13:00
IGNORE,CHI,2022-11-13,13:00
IGNORE,TEN,2022-11-13,13:00
IGNORE,KC,2022-11-13,13:00
IGNORE,MIA,2022-11-13,13:00
IGNORE,NYG,2022-11-13,13:00
IGNORE,PIT,2022-11-13,13:00
IGNORE,LV,2022-11-13,16:05
IGNORE,GB,2022-11-13,16:25
IGNORE,LAR,2022-11-13,16:25
IGNORE,SF,2022-11-13,20:20
IGNORE,PHI,2022-11-14,20:15
IGNORE,GB,2022-11-17,20:15
IGNORE,ATL,2022-11-20,13:00
IGNORE,BUF,2022-11-20,13:00
IGNORE,IND,2022-11-20,13:00
IGNORE,NE,2022-11-20,13:00
IGNORE,NO,2022-11-20,13:00
IGNORE,NYG,2022-11-20,13:00
IGNORE,BAL,2022-11-20,13:00
IGNORE,HOU,2022-11-20,13:00
IGNORE,DEN,2022-11-20,16:05
IGNORE,MIN,2022-11-20,16:25
IGNORE,LAC,2022-11-20,16:25
IGNORE,PIT,2022-11-20,20:20
IGNORE,DET,2022-11-24,12:30
IGNORE,DAL,2022-11-24,16:30
IGNORE,MIN,2022-11-24,20:20
IGNORE,CLE,2022-11-27,13:00
IGNORE,TEN,2022-11-27,13:00
IGNORE,MIA,2022-11-27,13:00
IGNORE,NYJ,2022-11-27,13:00
IGNORE,WAS,2022-11-27,13:00
IGNORE,CAR,2022-11-27,13:00
IGNORE,JAX,2022-11-27,13:00
IGNORE,ARI,2022-11-27,16:05
IGNORE,SEA,2022-11-27,16:05
IGNORE,KC,2022-11-27,16:25
IGNORE,SF,2022-11-27,16:25
IGNORE,PHI,2022-11-27,20:20
IGNORE,IND,2022-11-28,20:15
IGNORE,NE,2022-12-01,20:15
IGNORE,ATL,2022-12-04,13:00
IGNORE,CHI,2022-12-04,13:00
IGNORE,DET,2022-12-04,13:00
IGNORE,MIN,2022-12-04,13:00
IGNORE,NYG,2022-12-04,13:00
IGNORE,PHI,2022-12-04,13:00
IGNORE,BAL,2022-12-04,13:00
IGNORE,HOU,2022-12-04,13:00
IGNORE,LAR,2022-12-04,16:05
IGNORE,SF,2022-12-04,16:05
IGNORE,CIN,2022-12-04,16:25
IGNORE,LV,2022-12-04,16:25
IGNORE,DAL,2022-12-04,20:20
IGNORE,TB,2022-12-05,20:15
IGNORE,LAR,2022-12-08,20:15
IGNORE,BUF,2022-12-11,13:00
IGNORE,CIN,2022-12-11,13:00
IGNORE,DAL,2022-12-11,13:00
IGNORE,DET,2022-12-11,13:00
IGNORE,TEN,2022-12-11,13:00
IGNORE,NYG,2022-12-11,13:00
IGNORE,PIT,2022-12-11,13:00
IGNORE,LAC,2022-12-11,16:05
IGNORE,SF,2022-12-11,16:25
IGNORE,SEA,2022-12-11,16:25
IGNORE,DEN,2022-12-11,20:20
IGNORE,ARI,2022-12-12,20:15
IGNORE,SEA,2022-12-15,20:15
IGNORE,BUF,2022-12-18,13:00
IGNORE,CLE,2022-12-18,13:00
IGNORE,MIN,2022-12-18,13:00
IGNORE,NO,2022-12-18,13:00
IGNORE,WAS,2022-12-18,13:00
IGNORE,CHI,2022-12-18,13:00
IGNORE,NYJ,2022-12-18,13:00
IGNORE,CAR,2022-12-18,13:00
IGNORE,JAX,2022-12-18,13:00
IGNORE,HOU,2022-12-18,13:00
IGNORE,DEN,2022-12-18,16:05
IGNORE,LAC,2022-12-18,16:25
IGNORE,TB,2022-12-18,16:25
IGNORE,LV,2022-12-18,20:20
IGNORE,GB,2022-12-19,20:15
IGNORE,NYJ,2022-12-22,20:15
IGNORE,CHI,2022-12-24,13:00
IGNORE,CLE,2022-12-24,13:00
IGNORE,TEN,2022-12-24,13:00
IGNORE,KC,2022-12-24,13:00
IGNORE,MIN,2022-12-24,13:00
IGNORE,NE,2022-12-24,13:00
IGNORE,CAR,2022-12-24,13:00
IGNORE,BAL,2022-12-24,13:00
IGNORE,SF,2022-12-24,16:05
IGNORE,DAL,2022-12-24,16:25
IGNORE,PIT,2022-12-24,20:15
IGNORE,MIA,2022-12-25,13:00
IGNORE,LAR,2022-12-25,16:30
IGNORE,ARI,2022-12-25,20:20
IGNORE,IND,2022-12-26,20:15
IGNORE,TEN,2022-12-29,20:15
IGNORE,ATL,2023-01-01,13:00
IGNORE,DET,2023-01-01,13:00
IGNORE,KC,2023-01-01,13:00
IGNORE,NE,2023-01-01,13:00
IGNORE,NYG,2023-01-01,13:00
IGNORE,PHI,2023-01-01,13:00
IGNORE,TB,2023-01-01,13:00
IGNORE,WAS,2023-01-01,13:00
IGNORE,BAL,2023-01-01,13:00
IGNORE,HOU,2023-01-01,13:00
IGNORE,LV,2023-01-01,16:05
IGNORE,SEA,2023-01-01,16:05
IGNORE,GB,2023-01-01,16:25
IGNORE,LAC,2023-01-01,20:20
IGNORE,CIN,2023-01-02,20:30
IGNORE,ATL,2023-01-08,13:00
IGNORE,BUF,2023-01-08,13:00
IGNORE,CHI,2023-01-08,13:00
IGNORE,CIN,2023-01-08,13:00
IGNORE,GB,2023-01-08,13:00
IGNORE,IND,2023-01-08,13:00
IGNORE,MIA,2023-01-08,13:00
IGNORE,NO,2023-01-08,13:00
IGNORE,PHI,2023-01-08,13:00
IGNORE,PIT,2023-01-08,13:00
IGNORE,WAS,2023-01-08,13:00
IGNORE,JAX,2023-01-08,13:00
IGNORE,DEN,2023-01-08,16:25
IGNORE,LV,2023-01-08,16:25
IGNORE,SF,2023-01-08,16:25
IGNORE,SEA,2023-01-08,16:25
